loss,mae,val_loss,val_mae
44.23950958251953,4.254003047943115,28.327974319458008,3.9156572818756104
26.71036720275879,3.806734800338745,22.313159942626953,3.506582260131836
21.82893943786621,3.1832282543182373,19.78058433532715,2.9499356746673584
19.851333618164062,2.979069948196411,16.54705810546875,2.9640564918518066
15.650657653808594,2.816904067993164,12.041521072387695,2.5562050342559814
12.216093063354492,2.5075972080230713,9.338132858276367,2.295198440551758
10.343186378479004,2.2865304946899414,7.863859176635742,2.0412545204162598
8.949786186218262,2.1389505863189697,6.372092247009277,1.990021824836731
7.153746604919434,1.945358157157898,5.133821487426758,1.7886247634887695
6.390445709228516,1.9014582633972168,5.006773948669434,1.8001469373703003
6.095205307006836,1.8016157150268555,4.5584797859191895,1.6740643978118896
6.158043384552002,1.7901062965393066,4.532388687133789,1.721571922302246
5.878829002380371,1.7994921207427979,4.386873245239258,1.6643941402435303
5.550136089324951,1.6689802408218384,4.335338115692139,1.7468340396881104
5.36618185043335,1.7790266275405884,3.9841434955596924,1.5840857028961182
4.608744144439697,1.5359258651733398,3.3122637271881104,1.5211694240570068
4.173939228057861,1.5008108615875244,3.2645010948181152,1.4286004304885864
4.443220615386963,1.482450246810913,2.334562301635742,1.2968252897262573
3.839097499847412,1.3492958545684814,1.949184536933899,1.1436285972595215
3.2339603900909424,1.2357014417648315,1.8627238273620605,1.1002973318099976
3.3696587085723877,1.2246074676513672,1.7425942420959473,1.0876317024230957
3.478015661239624,1.26248300075531,1.8008102178573608,1.0346812009811401
3.370621681213379,1.194273829460144,1.5959069728851318,0.913331925868988
3.4542267322540283,1.2161705493927002,2.0906567573547363,1.0280566215515137
3.2650747299194336,1.2217926979064941,2.16382098197937,1.0090019702911377
3.389873504638672,1.2633951902389526,1.712010383605957,0.9516239762306213
3.090305805206299,1.1639132499694824,1.3096946477890015,0.8188992142677307
3.2669899463653564,1.1396801471710205,1.656671404838562,0.8714224696159363
2.682490348815918,1.035051941871643,1.5213823318481445,0.8820850253105164
2.613065719604492,1.036658763885498,1.5535435676574707,0.8308835029602051
2.647831916809082,1.0735472440719604,1.834152102470398,0.9457367062568665
3.0465126037597656,1.1475629806518555,1.2686307430267334,0.7923150062561035
2.496734857559204,1.027061939239502,1.2968987226486206,0.78887939453125
2.9146676063537598,1.0429096221923828,1.219639539718628,0.8193144202232361
2.195209503173828,0.912604570388794,1.204124927520752,0.8336130380630493
2.304691791534424,0.9599780440330505,0.9879453182220459,0.7240283489227295
2.486501693725586,1.026518702507019,1.3071200847625732,0.8808952569961548
2.439016819000244,0.993640124797821,1.3219045400619507,0.7791908383369446
3.947617292404175,1.2840484380722046,2.0069103240966797,1.1155242919921875
3.4591994285583496,1.3082822561264038,1.3906047344207764,0.8604810237884521
2.4109363555908203,1.0491880178451538,1.61306893825531,0.9426219463348389
2.4372522830963135,0.9866682887077332,1.3217476606369019,0.8088217377662659
2.992556095123291,1.0514107942581177,1.086498737335205,0.7229763269424438
2.527449131011963,0.9960734844207764,0.9909288883209229,0.7063519954681396
2.1487553119659424,0.9806975722312927,0.9078171849250793,0.6751034259796143
2.0496325492858887,0.9222476482391357,0.9593365788459778,0.7079824209213257
2.312406063079834,0.9378035664558411,0.9840518236160278,0.7388680577278137
2.313870429992676,0.9133613705635071,1.1025298833847046,0.7117730379104614
2.4778401851654053,0.9741052389144897,1.171777367591858,0.8299659490585327
2.228527545928955,0.9331949949264526,0.8709012866020203,0.6880749464035034
2.274646759033203,0.9473315477371216,1.0008420944213867,0.757735550403595
2.5872249603271484,0.951368510723114,0.9221581816673279,0.6743863224983215
2.605828046798706,0.9447207450866699,1.020724892616272,0.6902344226837158
2.2179372310638428,0.9474158883094788,1.399904727935791,0.9561231136322021
2.137779951095581,0.9477259516716003,1.2758772373199463,0.7276349663734436
2.594886541366577,1.0076748132705688,1.1840472221374512,0.8701741695404053
2.6187961101531982,0.999998152256012,0.742584764957428,0.6270188689231873
2.116580009460449,0.8841265439987183,0.7248011827468872,0.6330254077911377
1.8931758403778076,0.8119036555290222,0.8783531785011292,0.7064336538314819
2.1629199981689453,0.8848823308944702,0.7100504040718079,0.6083109378814697
2.7453458309173584,0.9141674637794495,1.387356162071228,0.7841177582740784
2.7233400344848633,1.0234603881835938,0.8713206052780151,0.6810396909713745
